y_class,QuantitySold,year,month,day,dayofweek,is_weekend,h_item,h_branch,h_invoice,h_item_branch,h_item_month
0,2,2025,7,29,1,0,56,158,4114,719,2700
2,100,2025,7,29,1,0,1525,27,4114,4989,4074
2,44,2025,7,29,1,0,900,27,4114,3100,542
2,20,2025,7,29,1,0,852,27,4114,2290,2890
2,24,2025,7,29,1,0,612,27,3032,2340,1443
2,10,2025,7,29,1,0,588,27,3878,4439,792
2,10,2025,7,29,1,0,1525,27,3878,4989,4074
1,5,2025,7,29,1,0,56,27,4114,3408,2700
2,44,2025,7,29,1,0,612,27,4114,2340,1443
0,1,2025,7,29,1,0,1946,27,4114,4031,4056
1,4,2025,7,29,1,0,1129,27,4114,3197,1608
1,4,2025,7,29,1,0,1886,59,1461,2913,3986
2,10,2025,7,29,1,0,1412,59,1461,642,2945
2,10,2025,7,29,1,0,1621,59,1461,500,1724
1,5,2025,7,29,1,0,1226,59,1461,4409,2670
2,10,2025,7,29,1,0,325,158,1461,4606,3836
2,10,2025,7,29,1,0,1729,27,1461,3708,1912
1,5,2025,7,29,1,0,1803,27,1461,4698,812
1,6,2025,7,29,1,0,571,27,1461,3920,3904
0,1,2025,7,29,1,0,1674,27,1461,4762,449
0,3,2025,7,29,1,0,359,27,1461,695,2846
1,5,2025,7,29,1,0,878,27,1461,4661,2419
1,5,2025,7,29,1,0,391,27,1461,875,1522
0,1,2025,7,29,1,0,358,158,3878,4124,3689
1,5,2025,7,29,1,0,312,27,1461,3559,3681
0,3,2025,7,29,1,0,572,27,1461,1959,411
0,3,2025,7,29,1,0,442,27,1461,3722,2391
0,3,2025,7,29,1,0,1784,27,1461,3159,4635
0,3,2025,7,29,1,0,479,27,1461,988,4701
1,5,2025,7,29,1,0,1776,27,1461,1330,1974
1,6,2025,7,29,1,0,530,27,1461,3538,4187
0,1,2025,7,29,1,0,926,27,1461,191,2476
0,2,2025,7,29,1,0,1529,27,1461,4342,1108
2,20,2025,7,29,1,0,630,27,1461,203,2139
2,50,2025,7,29,1,0,1442,59,4059,1175,585
1,8,2025,7,29,1,0,867,59,4059,527,1370
2,30,2025,7,29,1,0,247,59,4059,2507,1726
0,3,2025,7,29,1,0,1065,27,4114,3114,4250
1,5,2025,7,29,1,0,457,27,4114,1244,4733
0,3,2025,7,29,1,0,1278,27,1461,981,2916
1,4,2025,7,29,1,0,1059,27,4704,2702,1779
0,1,2025,7,29,1,0,244,27,4120,792,438
2,20,2025,7,29,1,0,851,27,1633,2847,496
2,20,2025,7,29,1,0,884,158,4059,4777,4849
0,1,2025,7,29,1,0,1219,27,4059,247,4134
2,20,2025,7,29,1,0,692,27,4059,2231,120
0,3,2025,7,29,1,0,121,27,4059,2631,4786
0,2,2025,7,29,1,0,1466,27,4059,4285,1180
1,5,2025,7,29,1,0,993,27,4059,3587,633
1,6,2025,7,29,1,0,354,27,4059,4106,3597
1,4,2025,7,29,1,0,568,27,4059,1452,2422
2,10,2025,7,29,1,0,1525,27,4059,4989,4074
0,1,2025,7,29,1,0,1887,27,4059,1825,2129
1,5,2025,7,29,1,0,588,27,4059,4439,792
1,5,2025,7,29,1,0,696,27,4059,2510,1065
2,20,2025,7,29,1,0,1623,27,2272,2915,4808
1,5,2025,7,29,1,0,517,27,4059,4729,2740
1,4,2025,7,29,1,0,1639,27,4059,1777,1666
0,2,2025,7,29,1,0,1425,27,4059,2341,2533
1,5,2025,7,29,1,0,377,27,4059,1916,264
2,10,2025,7,29,1,0,909,27,4059,3676,1272
2,20,2025,7,29,1,0,900,27,4059,3100,542
0,1,2025,7,29,1,0,1379,27,4059,2446,956
1,5,2025,7,29,1,0,1556,27,4059,2045,4959
1,5,2025,7,29,1,0,851,27,4059,2847,496
1,5,2025,7,29,1,0,10,27,4059,3855,3949
2,10,2025,7,29,1,0,1588,27,4059,1225,1879
1,4,2025,7,29,1,0,1572,27,4059,2705,1229
2,10,2025,7,29,1,0,266,27,4059,4839,726
1,5,2025,7,29,1,0,1065,27,4059,3926,3655
2,10,2025,7,29,1,0,187,27,4059,4787,2684
1,8,2025,7,29,1,0,1880,27,4059,2360,3016
2,20,2025,7,29,1,0,612,158,4059,4859,1443
0,1,2025,7,29,1,0,426,27,2765,2434,4043
0,1,2025,7,29,1,0,1199,27,4059,3235,510
0,2,2025,7,29,1,0,389,27,4059,1184,4947
1,6,2025,7,29,1,0,1169,27,4059,4360,2686
0,2,2025,7,29,1,0,1540,27,4059,879,4500
1,6,2025,7,29,1,0,407,27,4059,2240,3183
1,8,2025,7,29,1,0,1057,27,4059,4964,1252
0,3,2025,7,29,1,0,1526,27,4059,2870,3499
2,10,2025,7,29,1,0,402,27,4059,554,202
2,50,2025,7,29,1,0,37,27,4059,3662,51
2,20,2025,7,29,1,0,1630,27,4059,3543,4333
1,6,2025,7,29,1,0,1285,27,4059,2955,2179
1,4,2025,7,29,1,0,103,27,4059,3768,506
2,20,2025,7,29,1,0,1148,27,4059,1471,2904
1,4,2025,7,29,1,0,1788,27,4059,2436,446
1,8,2025,7,29,1,0,1412,27,4059,3722,1638
1,5,2025,7,29,1,0,1123,27,4059,2796,4768
2,15,2025,7,29,1,0,1056,27,2272,2032,4003
1,4,2025,7,29,1,0,1364,27,4059,2511,100
0,2,2025,7,29,1,0,1756,27,4059,2321,1753
0,2,2025,7,29,1,0,460,27,4059,4541,1146
0,3,2025,7,29,1,0,1009,27,4059,1442,3121
1,6,2025,7,29,1,0,1274,27,4059,1845,4201
1,4,2025,7,29,1,0,1582,27,4059,217,769
1,5,2025,7,29,1,0,1974,27,4059,4099,4600
2,12,2025,7,29,1,0,1224,27,2272,122,3494
1,4,2025,7,29,1,0,538,27,2272,895,3353
1,8,2025,7,29,1,0,602,27,2272,2094,2614
1,7,2025,7,29,1,0,121,27,2272,2631,4786
2,15,2025,7,29,1,0,993,27,2272,3587,633
2,30,2025,7,29,1,0,1097,27,2272,793,684
1,8,2025,7,29,1,0,323,27,4059,1342,1907
1,4,2025,7,29,1,0,1509,27,4059,2797,3191
2,50,2025,7,29,1,0,938,27,4059,4736,3833
2,10,2025,7,29,1,0,599,27,4059,270,4507
1,4,2025,7,29,1,0,435,27,4059,2504,740
1,5,2025,7,29,1,0,447,27,1143,3706,4175
0,2,2025,7,29,1,0,1425,27,2272,2341,2533
0,2,2025,7,29,1,0,767,27,2272,2836,781
2,12,2025,7,29,1,0,900,27,2272,3100,542
1,4,2025,7,29,1,0,1379,27,2272,2446,956
1,6,2025,7,29,1,0,389,27,2272,1184,4947
2,12,2025,7,29,1,0,1509,27,2272,2797,3191
1,5,2025,7,29,1,0,941,27,2272,2005,192
2,12,2025,7,29,1,0,103,27,2272,3768,506
1,7,2025,7,29,1,0,1053,27,2272,1387,3088
2,30,2025,7,29,1,0,1461,27,2272,171,96
2,10,2025,7,29,1,0,1152,27,2272,2446,431
1,4,2025,7,29,1,0,304,27,2272,2033,4243
1,5,2025,7,29,1,0,8,27,2272,3331,4490
1,4,2025,7,29,1,0,1335,27,2765,2283,1996
0,1,2025,7,29,1,0,1651,27,3885,3485,3249
1,6,2025,7,29,1,0,1543,27,2272,4158,1733
1,4,2025,7,29,1,0,1456,27,4936,4080,2505
0,3,2025,7,29,1,0,1201,27,4936,2363,4684
0,2,2025,7,29,1,0,200,27,4936,1097,3733
0,3,2025,7,29,1,0,769,27,4936,2855,4885
0,2,2025,7,29,1,0,1176,27,4936,1726,325
0,2,2025,7,29,1,0,423,113,1423,4913,4400
2,12,2025,7,29,1,0,900,59,1943,414,542
1,4,2025,7,29,1,0,475,113,1423,4663,2633
2,10,2025,7,29,1,0,598,27,3885,4129,3060
1,5,2025,7,29,1,0,1526,27,3885,2870,3499
1,8,2025,7,29,1,0,323,113,1423,2159,1907
1,4,2025,7,29,1,0,324,27,2284,4784,2710
2,36,2025,7,29,1,0,740,27,2428,2843,1639
2,20,2025,7,29,1,0,1525,27,1943,4989,4074
1,8,2025,7,29,1,0,736,27,2272,4360,4878
2,10,2025,7,29,1,0,1543,59,1943,4728,1733
0,3,2025,7,29,1,0,1055,27,1200,832,4920
2,25,2025,7,29,1,0,1456,27,1143,4080,2505
0,2,2025,7,29,1,0,694,158,2426,1196,1053
1,4,2025,7,29,1,0,447,158,2426,1311,4175
1,4,2025,7,29,1,0,1115,158,2426,2003,4949
1,7,2025,7,29,1,0,1553,158,2426,3584,4238
2,12,2025,7,29,1,0,1254,27,3344,2900,3912
0,3,2025,7,29,1,0,1134,27,1200,2131,3746
2,12,2025,7,29,1,0,740,27,1200,2843,1639
2,12,2025,7,29,1,0,1393,27,1200,1333,2737
2,12,2025,7,29,1,0,1505,27,1200,634,1565
2,12,2025,7,29,1,0,716,27,1200,4933,4579
2,12,2025,7,29,1,0,925,27,1200,741,2599
2,12,2025,7,29,1,0,1254,27,1200,2900,3912
0,3,2025,7,29,1,0,515,27,1200,4583,4351
2,20,2025,7,29,1,0,1525,27,2272,4989,4074
2,12,2025,7,29,1,0,432,27,1200,1782,463
1,4,2025,7,29,1,0,1897,27,1200,4323,1724
0,3,2025,7,29,1,0,355,27,1200,1611,3763
1,4,2025,7,29,1,0,761,27,1200,2938,611
2,12,2025,7,29,1,0,557,27,1200,2618,2572
1,4,2025,7,29,1,0,1334,27,1200,3297,4647
1,4,2025,7,29,1,0,1459,27,1200,1406,1742
1,4,2025,7,29,1,0,1972,27,1200,4897,3149
2,12,2025,7,29,1,0,1166,27,1200,1812,534
2,12,2025,7,29,1,0,1704,27,1200,2998,2079
1,4,2025,7,29,1,0,62,27,1200,3548,3219
1,4,2025,7,29,1,0,930,27,1200,3977,1514
2,30,2025,7,29,1,0,1842,27,2272,950,1628
2,10,2025,7,29,1,0,1582,27,1943,217,769
2,12,2025,7,29,1,0,612,27,1943,2340,1443
2,12,2025,7,29,1,0,1261,27,1200,3405,3597
2,20,2025,7,29,1,0,247,158,4059,2267,1726
0,2,2025,7,29,1,0,1980,27,2765,4814,2270
0,1,2025,7,29,1,0,1964,27,2765,3678,102
0,1,2025,7,29,1,0,281,27,2765,2993,4635
0,3,2025,7,29,1,0,1942,27,2765,2582,2561
0,2,2025,7,29,1,0,551,27,2765,965,4206
0,2,2025,7,29,1,0,559,158,1961,4189,263
2,10,2025,7,29,1,0,726,158,1961,2413,4252
1,4,2025,7,29,1,0,1385,158,1961,1064,4249
1,4,2025,7,29,1,0,1436,158,1961,91,1661
2,25,2025,7,29,1,0,1456,158,1961,3790,2505
2,24,2025,7,29,1,0,813,27,1145,4265,182
2,12,2025,7,29,1,0,566,27,1145,957,4161
2,24,2025,7,29,1,0,692,27,1145,4791,402
2,12,2025,7,29,1,0,1245,27,1145,3806,2073
1,5,2025,7,29,1,0,478,158,4656,4326,279
2,12,2025,7,29,1,0,492,27,1145,3185,2647
2,12,2025,7,29,1,0,941,27,1145,4517,736
1,8,2025,7,29,1,0,240,27,1145,941,2931
2,12,2025,7,29,1,0,1334,27,1145,3297,4647
2,12,2025,7,29,1,0,1166,27,1145,1812,534
2,40,2025,7,29,1,0,156,59,1633,4618,3239
2,40,2025,7,29,1,0,740,59,1633,1529,3670
2,120,2025,7,29,1,0,900,59,1633,414,542
2,20,2025,7,29,1,0,612,59,1633,4094,1443
2,20,2025,7,29,1,0,837,59,1633,1768,4968
0,2,2025,7,29,1,0,745,59,1633,209,88
2,10,2025,7,29,1,0,1251,59,1633,1171,3812
2,10,2025,7,29,1,0,1110,59,1633,1216,2338
2,10,2025,7,29,1,0,1543,59,1633,4728,1733
0,3,2025,7,29,1,0,244,158,1633,686,438
1,8,2025,7,29,1,0,312,27,1145,2367,3047
0,1,2025,7,29,1,0,1823,27,2765,3877,1759
0,1,2025,7,29,1,0,1249,27,2765,4928,1440
2,10,2025,7,29,1,0,1582,158,1633,3387,769
2,100,2025,7,29,1,0,1525,27,1633,4989,4074
1,4,2025,7,29,1,0,10,27,1633,3855,3949
0,3,2025,7,29,1,0,852,27,1633,2290,2890
0,1,2025,7,29,1,0,1199,27,1633,3235,510
1,5,2025,7,29,1,0,1417,27,1633,3076,2819
0,2,2025,7,29,1,0,638,27,1633,3108,4738
1,4,2025,7,29,1,0,969,27,1633,4675,1940
2,20,2025,7,29,1,0,599,27,1633,270,4507
0,3,2025,7,29,1,0,1937,27,1633,3672,4510
1,4,2025,7,29,1,0,49,27,1633,3935,4810
1,4,2025,7,29,1,0,1412,27,1633,230,1930
1,5,2025,7,29,1,0,216,27,1633,1058,2066
1,7,2025,7,29,1,0,244,27,1633,792,438
0,3,2025,7,29,1,0,689,27,1633,312,4717
2,15,2025,7,29,1,0,1053,27,1633,1387,3088
0,1,2025,7,29,1,0,1121,27,2765,1999,381
0,2,2025,7,29,1,0,745,27,1633,3929,88
0,1,2025,7,29,1,0,679,27,1633,2394,4497
2,100,2025,7,29,1,0,938,27,1633,4736,3833
2,10,2025,7,29,1,0,1566,27,1633,3430,1757
2,10,2025,7,29,1,0,869,27,1633,311,1463
2,20,2025,7,29,1,0,1974,27,1633,4099,4600
2,15,2025,7,29,1,0,661,113,2854,1836,517
1,5,2025,7,29,1,0,328,113,2854,4164,728
1,8,2025,7,29,1,0,1427,113,2854,3241,1776
2,10,2025,7,29,1,0,197,113,2854,2921,473
1,5,2025,7,29,1,0,447,59,4656,3399,4175
0,2,2025,7,29,1,0,538,59,4656,4690,1578
1,5,2025,7,29,1,0,1593,59,4656,3020,3818
1,5,2025,7,29,1,0,909,27,1633,3676,1272
1,6,2025,7,29,1,0,758,27,1633,2203,1434
2,15,2025,7,29,1,0,1152,27,1633,2446,431
0,2,2025,7,29,1,0,503,27,4526,3765,819
2,20,2025,7,29,1,0,1174,158,4656,4565,3016
1,4,2025,7,29,1,0,264,59,4526,2695,2876
0,2,2025,7,29,1,0,464,113,4656,4659,788
0,2,2025,7,29,1,0,1471,113,4656,1466,2117
1,4,2025,7,29,1,0,970,113,4526,1625,1803
0,1,2025,7,29,1,0,258,27,4120,1869,4898
0,1,2025,7,29,1,0,317,27,4120,1207,3494
0,2,2025,7,29,1,0,103,27,4120,4867,1628
1,5,2025,7,29,1,0,750,27,4120,3662,3571
2,10,2025,7,29,1,0,23,27,4120,4916,913
0,1,2025,7,29,1,0,1529,27,4120,4342,1108
0,1,2025,7,29,1,0,1987,27,4120,4472,2513
1,5,2025,7,29,1,0,630,27,4120,203,2139
1,5,2025,7,29,1,0,1903,27,308,888,1769
0,2,2025,7,29,1,0,295,27,4656,1437,1460
0,3,2025,7,29,1,0,1267,27,308,4081,3259
1,6,2025,7,29,1,0,642,27,308,1057,3259
1,8,2025,7,29,1,0,1195,27,308,3900,1934
1,4,2025,7,29,1,0,475,113,3267,4663,2633
0,1,2025,7,29,1,0,566,27,4894,957,4161
1,5,2025,7,29,1,0,728,27,1100,4734,2343
2,10,2025,7,29,1,0,1803,59,4526,2715,812
1,4,2025,7,29,1,0,852,59,4526,4695,4395
0,2,2025,7,29,1,0,347,59,4526,4289,2610
1,4,2025,7,29,1,0,372,59,4526,3583,77
1,4,2025,7,29,1,0,1251,59,4526,4011,407
1,6,2025,7,29,1,0,1169,59,4526,4618,2686
2,10,2025,7,29,1,0,1278,59,4526,4989,2916
0,3,2025,7,29,1,0,1782,59,4526,918,1698
2,10,2025,7,29,1,0,254,59,4526,1221,4233
1,5,2025,7,29,1,0,116,27,308,3888,239
1,4,2025,7,29,1,0,1048,113,4656,2102,1555
2,20,2025,7,29,1,0,630,27,4656,203,2139
0,2,2025,7,29,1,0,1100,59,4526,578,873
0,2,2025,7,29,1,0,711,59,4526,3199,435
1,4,2025,7,29,1,0,1505,59,4526,3045,4029
1,5,2025,7,29,1,0,1576,158,4526,4683,3641
0,2,2025,7,29,1,0,84,158,4526,3002,3083
2,10,2025,7,29,1,0,919,158,4526,3645,2031
0,2,2025,7,29,1,0,1370,158,4526,1721,395
0,2,2025,7,29,1,0,910,158,4526,3510,1496
1,5,2025,7,29,1,0,1792,158,4526,1767,4706
0,2,2025,7,29,1,0,1347,158,4526,3441,4017
0,2,2025,7,29,1,0,1865,158,4526,4018,2630
0,2,2025,7,29,1,0,78,158,4526,987,722
0,3,2025,7,29,1,0,29,158,4526,4384,1690
2,100,2025,7,29,1,0,990,27,4526,2676,962
2,96,2025,7,29,1,0,1787,27,4526,1228,1578
0,3,2025,7,29,1,0,1220,27,4526,621,4521
0,2,2025,7,29,1,0,1161,27,4656,2450,4736
0,2,2025,7,29,1,0,1651,27,4526,3187,104
2,10,2025,7,29,1,0,863,27,4526,2977,1120
0,2,2025,7,29,1,0,1825,27,4526,4084,822
0,2,2025,7,29,1,0,1489,27,4526,4467,1316
2,10,2025,7,29,1,0,442,27,4526,3722,2391
2,10,2025,7,29,1,0,1514,27,4526,4795,2658
0,2,2025,7,29,1,0,944,27,4526,1696,4377
0,2,2025,7,29,1,0,1325,158,4059,3922,3302
0,2,2025,7,29,1,0,783,27,4526,384,986
0,2,2025,7,29,1,0,928,27,4526,436,4761
0,2,2025,7,29,1,0,1903,27,4526,1132,828
2,50,2025,7,29,1,0,630,27,4526,203,2139
2,10,2025,7,29,1,0,1158,113,4526,3857,4581
1,4,2025,7,29,1,0,530,59,4526,4034,1732
0,2,2025,7,29,1,0,1906,59,4526,2870,4173
0,2,2025,7,29,1,0,115,27,4526,4510,582
2,10,2025,7,29,1,0,1515,27,2362,1263,3009
2,50,2025,7,29,1,0,1788,27,4689,2436,446
2,30,2025,7,29,1,0,569,59,3405,511,3052
2,20,2025,7,29,1,0,1663,113,4526,4258,4315
1,4,2025,7,29,1,0,186,113,4526,3947,2945
2,10,2025,7,29,1,0,1058,27,201,4346,920
2,25,2025,7,29,1,0,692,27,2362,2231,120
2,25,2025,7,29,1,0,1729,27,2362,3708,1912
1,4,2025,7,29,1,0,1773,27,2362,3878,465
0,3,2025,7,29,1,0,1466,27,2362,4285,1180
1,5,2025,7,29,1,0,238,27,2362,3438,4403
1,5,2025,7,29,1,0,377,27,2362,1916,264
2,20,2025,7,29,1,0,900,27,2362,3100,542
1,8,2025,7,29,1,0,475,27,2362,4258,2633
1,8,2025,7,29,1,0,323,27,2362,1342,1907
2,20,2025,7,29,1,0,251,27,2362,1454,262
0,3,2025,7,29,1,0,1067,27,286,4481,1895
1,4,2025,7,29,1,0,828,27,2362,2007,3427
0,3,2025,7,29,1,0,423,27,2362,3214,4400
2,50,2025,7,29,1,0,1884,27,2362,4927,3268
2,50,2025,7,29,1,0,324,27,2362,875,4120
2,10,2025,7,29,1,0,198,27,2362,499,1352
0,1,2025,7,29,1,0,716,27,3449,4933,4579
0,1,2025,7,29,1,0,1897,27,3449,4323,1724
2,20,2025,7,29,1,0,612,158,3168,4859,1443
2,20,2025,7,29,1,0,692,27,3168,2231,120
2,20,2025,7,29,1,0,1729,27,3168,3708,1912
2,20,2025,7,29,1,0,900,27,3168,3100,542
0,1,2025,7,29,1,0,1798,158,2518,2564,3901
2,10,2025,7,29,1,0,851,27,3168,2847,496
1,5,2025,7,29,1,0,244,27,3168,792,438
2,10,2025,7,29,1,0,1285,27,3168,2955,2179
0,2,2025,7,29,1,0,1632,113,4526,2934,2647
0,1,2025,7,29,1,0,566,27,384,957,4161
1,4,2025,7,29,1,0,435,59,286,984,740
1,8,2025,7,29,1,0,602,59,286,1780,2614
2,40,2025,7,29,1,0,900,59,286,414,542
2,24,2025,7,29,1,0,475,59,286,1910,2633
2,20,2025,7,29,1,0,1509,59,286,3477,3191
2,24,2025,7,29,1,0,612,59,286,4094,1443
2,50,2025,7,29,1,0,1781,59,286,871,4067
1,5,2025,7,29,1,0,1889,113,4526,4311,705
2,50,2025,7,29,1,0,1080,59,286,2265,232
1,5,2025,7,29,1,0,1053,59,286,3861,3088
1,5,2025,7,29,1,0,1152,59,286,3158,431
1,5,2025,7,29,1,0,1364,59,286,1762,100
0,1,2025,7,29,1,0,1219,158,286,2536,4134
1,5,2025,7,29,1,0,740,158,286,1402,3221
2,10,2025,7,29,1,0,1623,158,286,4005,4808
2,10,2025,7,29,1,0,1056,158,286,4914,4003
0,2,2025,7,29,1,0,244,27,2362,792,438
2,10,2025,7,29,1,0,1842,158,286,103,1628
1,5,2025,7,29,1,0,694,158,286,1196,1053
1,5,2025,7,29,1,0,1984,158,286,4618,2961
0,1,2025,7,29,1,0,791,158,286,4919,235
0,1,2025,7,29,1,0,1425,158,286,1064,2533
1,5,2025,7,29,1,0,1065,158,286,2725,3655
1,6,2025,7,29,1,0,389,158,286,3945,4947
0,3,2025,7,29,1,0,355,158,286,4112,3763
0,1,2025,7,29,1,0,423,158,286,4486,4400
2,10,2025,7,29,1,0,1461,158,286,499,96
2,15,2025,7,29,1,0,630,158,286,3600,2139
2,10,2025,7,29,1,0,692,27,286,2231,120
2,10,2025,7,29,1,0,398,27,286,2638,957
2,10,2025,7,29,1,0,1525,27,286,4989,4074
1,5,2025,7,29,1,0,568,59,286,2635,2422
1,5,2025,7,29,1,0,596,158,286,4758,1714
2,16,2025,7,29,1,0,1195,59,3988,1566,1934
2,15,2025,7,29,1,0,754,59,3988,3915,432
2,20,2025,7,29,1,0,599,27,286,270,4507
1,5,2025,7,29,1,0,1892,27,1092,3065,3822
2,10,2025,7,29,1,0,1630,27,1092,2132,4940
2,10,2025,7,29,1,0,86,27,1092,1021,2484
0,2,2025,7,29,1,0,568,27,1092,1452,2422
1,5,2025,7,29,1,0,1328,27,1092,1194,1423
0,3,2025,7,29,1,0,1053,27,1092,1387,3088
0,2,2025,7,29,1,0,1364,27,1092,2511,100
2,25,2025,7,29,1,0,1456,27,1092,4080,2505
2,12,2025,7,29,1,0,454,27,1092,3513,3457
1,5,2025,7,29,1,0,1886,27,3059,2977,3986
1,5,2025,7,29,1,0,1285,27,3059,2629,1134
1,5,2025,7,29,1,0,927,27,3059,4889,2383
1,5,2025,7,29,1,0,1803,27,3059,4698,812
1,4,2025,7,29,1,0,389,27,286,1184,4947
0,3,2025,7,29,1,0,1759,27,3059,3716,404
1,5,2025,7,29,1,0,1688,27,3059,1354,2579
2,14,2025,7,29,1,0,1978,27,3059,1512,130
0,3,2025,7,29,1,0,878,27,3059,1375,2487
1,5,2025,7,29,1,0,973,27,3059,2993,2294
1,5,2025,7,29,1,0,1553,27,3059,3312,4238
2,20,2025,7,29,1,0,1676,27,3059,3897,3416
1,4,2025,7,29,1,0,138,27,3059,612,3588
1,5,2025,7,29,1,0,769,27,4786,2855,4885
1,7,2025,7,29,1,0,285,27,4786,289,577
1,7,2025,7,29,1,0,200,27,4786,1097,3733
0,2,2025,7,29,1,0,1475,27,4786,916,435
0,3,2025,7,29,1,0,1134,27,4786,2131,3746
2,12,2025,7,29,1,0,813,27,4786,4265,182
1,8,2025,7,29,1,0,566,27,4786,957,4161
2,10,2025,7,29,1,0,815,27,1092,4016,3387
1,4,2025,7,29,1,0,1245,27,4786,3806,2073
0,3,2025,7,29,1,0,515,27,4786,4583,4351
0,2,2025,7,29,1,0,538,27,4786,3414,1578
0,3,2025,7,29,1,0,522,27,4786,2965,4697
0,2,2025,7,29,1,0,326,27,4786,3247,3628
0,2,2025,7,29,1,0,1161,27,4786,2450,4736
0,2,2025,7,29,1,0,1929,27,4786,2477,2841
0,2,2025,7,29,1,0,148,27,4786,3561,3259
1,8,2025,7,29,1,0,863,27,3670,2787,3345
2,10,2025,7,29,1,0,1267,27,3670,4081,3259
1,8,2025,7,29,1,0,116,27,3670,3888,239
1,8,2025,7,29,1,0,1634,27,3670,2804,3476
1,7,2025,7,29,1,0,778,27,3670,713,4928
1,8,2025,7,29,1,0,85,27,3670,230,4702
1,7,2025,7,29,1,0,9,27,3670,4303,3282
2,9,2025,7,29,1,0,1195,27,3670,3900,1934
1,8,2025,7,29,1,0,754,27,3670,1446,432
2,15,2025,7,29,1,0,1442,27,286,4555,585
1,5,2025,7,29,1,0,1874,27,3670,4210,2273
1,4,2025,7,29,1,0,410,165,4591,1432,3634
1,4,2025,7,29,1,0,761,165,4591,54,611
1,4,2025,7,29,1,0,1334,165,4591,2056,4647
2,12,2025,7,29,1,0,813,165,4589,2466,182
1,4,2025,7,29,1,0,566,165,4589,219,4161
2,12,2025,7,29,1,0,692,165,4589,3461,402
2,12,2025,7,29,1,0,740,165,4589,2442,1639
1,4,2025,7,29,1,0,410,165,4589,1432,3634
2,12,2025,7,29,1,0,692,165,2453,3461,402
2,12,2025,7,29,1,0,492,165,2453,4237,2647
2,12,2025,7,29,1,0,557,165,2453,3182,2572
2,15,2025,7,29,1,0,1341,59,3988,1333,4965
2,10,2025,7,29,1,0,285,59,3988,699,577
0,2,2025,7,29,1,0,1873,27,4786,3258,3726
2,12,2025,7,29,1,0,740,165,4591,2442,1639
1,5,2025,7,29,1,0,878,27,3059,4661,2419
2,25,2025,7,29,1,0,1442,27,3168,4555,585
2,45,2025,7,29,1,0,1364,59,1541,1762,100
0,3,2025,7,29,1,0,1099,158,807,4254,3697
2,10,2025,7,29,1,0,1874,113,3988,2818,2273
1,5,2025,7,29,1,0,692,59,3115,2410,120
2,10,2025,7,29,1,0,1729,59,3115,2605,1912
1,8,2025,7,29,1,0,900,59,3115,414,542
1,4,2025,7,29,1,0,843,59,3115,222,4652
2,20,2025,7,29,1,0,1257,59,3115,2227,4070
2,48,2025,7,29,1,0,483,158,3115,2040,2179
2,16,2025,7,29,1,0,1003,158,3115,2714,3231
2,10,2025,7,29,1,0,73,27,3115,3826,1219
1,5,2025,7,29,1,0,1556,27,3115,2045,4959
1,5,2025,7,29,1,0,200,27,3115,828,480
2,16,2025,7,29,1,0,1725,27,3115,3150,4286
0,3,2025,7,29,1,0,1257,27,1004,1945,1991
2,16,2025,7,29,1,0,914,27,3115,3918,4617
0,2,2025,7,29,1,0,839,27,3115,3956,4013
0,3,2025,7,29,1,0,438,113,3115,3254,418
0,2,2025,7,29,1,0,1845,113,3115,3965,2507
1,8,2025,7,29,1,0,320,113,3115,4375,4155
0,3,2025,7,29,1,0,1805,113,3115,3339,4879
1,8,2025,7,29,1,0,4,113,3115,3044,1572
1,6,2025,7,29,1,0,1788,113,3115,2487,446
2,20,2025,7,29,1,0,1461,113,3115,2105,96
0,2,2025,7,29,1,0,1879,113,3115,1899,1697
2,24,2025,7,29,1,0,1787,158,1004,3902,1578
1,5,2025,7,29,1,0,973,27,1004,2993,2294
0,2,2025,7,29,1,0,382,27,1004,2168,3714
0,1,2025,7,29,1,0,849,27,1004,1220,517
0,1,2025,7,29,1,0,96,27,1004,2785,3846
2,10,2025,7,29,1,0,1194,113,3988,3478,3043
0,2,2025,7,29,1,0,863,27,1004,2977,1120
0,2,2025,7,29,1,0,1164,59,3115,1591,2643
1,5,2025,7,29,1,0,1350,27,1004,3784,1825
1,6,2025,7,29,1,0,611,27,1274,440,4226
1,5,2025,7,29,1,0,568,59,1549,2635,2422
2,100,2025,7,29,1,0,1729,59,1549,2605,1912
2,20,2025,7,29,1,0,241,59,1549,602,1362
2,50,2025,7,29,1,0,692,59,1549,2410,120
0,2,2025,7,29,1,0,326,27,1004,3247,3628
0,2,2025,7,29,1,0,1471,27,1004,1356,2117
0,2,2025,7,29,1,0,343,27,1004,4348,2691
0,2,2025,7,29,1,0,1606,27,1004,1065,2480
0,2,2025,7,29,1,0,1570,27,1004,1189,4470
0,3,2025,7,29,1,0,317,27,1004,1207,3494
0,2,2025,7,29,1,0,1143,27,1004,4651,1629
2,10,2025,7,29,1,0,630,27,1004,203,2139
2,20,2025,7,29,1,0,900,59,1549,414,542
1,5,2025,7,29,1,0,94,27,3115,1274,1028
2,40,2025,7,29,1,0,938,27,1549,4736,3833
1,5,2025,7,29,1,0,1364,59,1549,1762,100
2,100,2025,7,29,1,0,1442,158,1549,3428,585
2,10,2025,7,29,1,0,851,158,1549,914,496
1,4,2025,7,29,1,0,1301,158,1549,4584,4346
