y_class,QuantitySold,year,month,day,dayofweek,is_weekend,h_item,h_branch,h_invoice,h_item_branch,h_item_month
0,2,2025,6,11,2,0,226,27,4551,1060,0
1,4,2025,6,11,2,0,566,27,4551,957,1006
1,4,2025,6,11,2,0,1608,27,4551,3283,167
0,1,2025,6,11,2,0,1095,27,4551,2079,455
0,1,2025,6,11,2,0,1288,27,4551,776,3256
2,10,2025,6,11,2,0,842,59,4785,343,661
1,4,2025,6,11,2,0,738,27,4551,1698,1791
0,1,2025,6,11,2,0,97,27,4551,2004,4630
0,1,2025,6,11,2,0,1621,27,4551,2220,1971
1,5,2025,6,11,2,0,1008,27,599,3000,3913
0,1,2025,6,11,2,0,1865,27,4551,242,983
1,4,2025,6,11,2,0,1334,27,4551,3297,4537
0,1,2025,6,11,2,0,32,27,4551,2101,4152
0,1,2025,6,11,2,0,193,27,4551,965,58
2,10,2025,6,11,2,0,1177,27,2882,276,4128
0,1,2025,6,11,2,0,1261,27,93,3405,2125
0,3,2025,6,11,2,0,1055,165,1105,1559,1337
1,4,2025,6,11,2,0,653,158,2723,1227,1193
0,2,2025,6,11,2,0,1908,27,165,4155,2692
0,2,2025,6,11,2,0,1061,27,165,3938,4669
1,6,2025,6,11,2,0,234,27,165,2176,950
0,2,2025,6,11,2,0,190,27,165,942,1887
0,1,2025,6,11,2,0,1334,158,681,2768,4537
1,6,2025,6,11,2,0,776,165,2596,1200,2802
0,1,2025,6,11,2,0,1166,158,681,2418,2057
0,2,2025,6,11,2,0,486,113,1859,889,3843
0,3,2025,6,11,2,0,1379,27,4724,2446,3544
2,40,2025,6,11,2,0,251,27,4724,1454,337
0,2,2025,6,11,2,0,1938,27,1956,3077,1069
1,4,2025,6,11,2,0,1637,27,1956,3973,4480
1,4,2025,6,11,2,0,863,27,1956,2787,2249
0,3,2025,6,11,2,0,1219,27,4724,247,4049
0,1,2025,6,11,2,0,1029,113,1859,1932,727
0,2,2025,6,11,2,0,1478,158,1890,1374,4803
2,12,2025,6,11,2,0,1034,27,643,3746,3736
1,5,2025,6,11,2,0,1523,27,643,4266,1190
1,4,2025,6,11,2,0,1456,27,1492,4080,2628
0,2,2025,6,11,2,0,610,27,579,558,3246
0,2,2025,6,11,2,0,1942,27,579,2582,436
0,1,2025,6,11,2,0,100,27,2998,1333,3642
0,1,2025,6,11,2,0,549,27,2998,1989,3506
0,2,2025,6,11,2,0,506,27,1492,2067,3232
1,5,2025,6,11,2,0,978,27,1795,4100,1308
0,1,2025,6,11,2,0,1286,27,1492,1463,4983
2,50,2025,6,11,2,0,1624,27,643,1784,3385
2,30,2025,6,11,2,0,948,27,643,4884,148
1,8,2025,6,11,2,0,1444,27,643,3775,4736
0,2,2025,6,11,2,0,1702,27,643,2720,3854
2,15,2025,6,11,2,0,661,27,2882,4698,1838
1,8,2025,6,11,2,0,147,27,643,4356,4472
2,25,2025,6,11,2,0,1456,27,1820,4080,2628
0,1,2025,6,11,2,0,1297,27,4551,2325,3796
0,1,2025,6,11,2,0,697,27,2340,2189,610
1,6,2025,6,11,2,0,266,27,3795,4839,2320
2,11,2025,6,11,2,0,1503,59,3835,2341,844
2,20,2025,6,11,2,0,550,59,3835,958,3249
0,2,2025,6,11,2,0,1503,158,3835,2472,844
1,5,2025,6,11,2,0,1503,27,3835,374,844
0,3,2025,6,11,2,0,1870,27,2792,1617,1633
2,50,2025,6,11,2,0,1456,27,2792,4080,2628
0,1,2025,6,11,2,0,1441,27,2301,2749,32
0,1,2025,6,11,2,0,1385,27,2301,4419,3331
1,4,2025,6,11,2,0,410,158,4595,1133,2838
0,2,2025,6,11,2,0,735,27,262,4904,1942
0,2,2025,6,11,2,0,1135,27,262,4013,915
2,10,2025,6,11,2,0,1362,27,507,3402,1439
2,10,2025,6,11,2,0,661,113,925,1836,1838
0,2,2025,6,11,2,0,1202,113,925,3694,2723
2,35,2025,6,11,2,0,1593,27,458,4793,4808
1,4,2025,6,11,2,0,761,27,2313,2938,909
0,1,2025,6,11,2,0,1211,27,2998,986,1888
0,1,2025,6,11,2,0,720,27,2998,2515,1487
0,1,2025,6,11,2,0,363,113,387,4005,2287
0,2,2025,6,11,2,0,693,113,387,3586,4432
1,6,2025,6,11,2,0,1456,113,387,3376,2628
0,1,2025,6,11,2,0,1750,158,3823,4554,3663
1,4,2025,6,11,2,0,929,27,458,3007,2111
0,2,2025,6,11,2,0,20,113,925,3877,844
1,4,2025,6,11,2,0,1379,27,458,2446,3544
0,1,2025,6,11,2,0,1320,27,458,2171,4070
0,3,2025,6,11,2,0,828,27,458,2007,2224
0,1,2025,6,11,2,0,732,27,458,2366,1893
1,8,2025,6,11,2,0,1742,27,458,1711,794
0,1,2025,6,11,2,0,908,27,458,2665,2536
1,8,2025,6,11,2,0,989,27,458,4855,4871
2,50,2025,6,11,2,0,1456,113,925,3376,2628
1,8,2025,6,11,2,0,444,27,458,1277,4204
2,10,2025,6,11,2,0,96,27,2792,900,356
2,12,2025,6,11,2,0,925,27,1413,741,2143
1,4,2025,6,11,2,0,566,27,2606,957,1006
0,2,2025,6,11,2,0,1714,27,1423,443,4966
0,2,2025,6,11,2,0,1457,158,3231,961,1514
0,3,2025,6,11,2,0,332,158,3231,1714,903
0,2,2025,6,11,2,0,1491,158,3231,4724,2389
2,30,2025,6,11,2,0,1209,27,1982,1253,3958
2,30,2025,6,11,2,0,1547,27,1982,3310,3698
0,2,2025,6,11,2,0,188,158,3231,3344,2928
2,12,2025,6,11,2,0,813,27,2606,4265,3916
2,14,2025,6,11,2,0,1733,27,1036,2717,3236
0,2,2025,6,11,2,0,1965,27,3408,315,3792
0,2,2025,6,11,2,0,842,27,2080,1806,661
2,20,2025,6,11,2,0,1924,27,1036,424,3523
0,2,2025,6,11,2,0,162,158,1318,1820,3880
2,12,2025,6,11,2,0,75,27,2606,3953,3873
0,2,2025,6,11,2,0,1352,27,1423,2436,4884
0,2,2025,6,11,2,0,677,158,3231,1936,4819
1,5,2025,6,11,2,0,1325,27,3795,3676,750
1,4,2025,6,11,2,0,410,27,2606,588,2838
2,12,2025,6,11,2,0,761,27,2606,2938,909
1,6,2025,6,11,2,0,776,27,2606,2061,2802
2,12,2025,6,11,2,0,1798,27,2606,2276,4735
2,12,2025,6,11,2,0,740,27,1413,2843,2583
1,4,2025,6,11,2,0,1048,27,4288,646,1763
2,12,2025,6,11,2,0,740,27,2606,2843,2583
2,24,2025,6,11,2,0,1393,27,2606,1333,4971
0,3,2025,6,11,2,0,121,27,3795,2631,4524
2,15,2025,6,11,2,0,355,27,3795,1116,1549
2,20,2025,6,11,2,0,320,27,3795,199,4979
0,3,2025,6,11,2,0,1200,27,1423,3118,3928
1,6,2025,6,11,2,0,382,27,3795,476,1306
1,4,2025,6,11,2,0,1170,27,2606,1274,1915
0,3,2025,6,11,2,0,1504,27,4288,4836,3276
2,20,2025,6,11,2,0,4,27,3795,2820,3672
2,12,2025,6,11,2,0,557,27,2606,2618,3081
1,5,2025,6,11,2,0,1444,27,3795,3775,4736
0,2,2025,6,11,2,0,661,27,733,1140,2530
0,1,2025,6,11,2,0,1060,27,3795,1421,372
0,1,2025,6,11,2,0,1233,27,733,1154,2924
1,4,2025,6,11,2,0,1630,27,733,806,161
2,18,2025,6,11,2,0,1905,27,733,4852,1945
0,2,2025,6,11,2,0,442,27,733,3990,952
2,12,2025,6,11,2,0,716,27,1827,4933,3473
0,2,2025,6,11,2,0,1227,27,733,888,584
0,2,2025,6,11,2,0,1528,27,733,4796,277
1,4,2025,6,11,2,0,549,27,733,1989,3506
1,4,2025,6,11,2,0,1523,27,733,4292,2153
1,4,2025,6,11,2,0,1396,27,733,1345,1023
0,3,2025,6,11,2,0,541,27,733,2735,4268
0,3,2025,6,11,2,0,810,27,733,2386,2257
1,4,2025,6,11,2,0,100,27,733,1333,3642
0,2,2025,6,11,2,0,961,27,733,169,276
1,6,2025,6,11,2,0,1802,158,192,4854,4635
1,4,2025,6,11,2,0,1295,27,1827,913,288
1,6,2025,6,11,2,0,1565,27,192,1765,3021
0,3,2025,6,11,2,0,157,158,1318,4818,1103
0,2,2025,6,11,2,0,1542,158,192,4012,2571
2,20,2025,6,11,2,0,1410,158,192,683,4677
1,5,2025,6,11,2,0,1980,158,192,2834,363
1,5,2025,6,11,2,0,990,158,192,3076,4125
0,1,2025,6,11,2,0,1445,27,1827,595,287
0,3,2025,6,11,2,0,1251,158,192,4823,3614
2,20,2025,6,11,2,0,1586,27,2608,2481,3429
2,10,2025,6,11,2,0,545,158,192,1575,4551
2,20,2025,6,11,2,0,1903,27,2608,888,2297
1,4,2025,6,11,2,0,1325,158,2055,3922,750
0,2,2025,6,11,2,0,477,27,1827,2300,802
1,5,2025,6,11,2,0,411,27,1827,2256,1150
1,6,2025,6,11,2,0,1923,27,192,3114,4596
2,12,2025,6,11,2,0,813,27,1827,4265,3916
1,4,2025,6,11,2,0,1950,158,192,2571,494
0,2,2025,6,11,2,0,226,27,3795,4746,2548
0,2,2025,6,11,2,0,1265,158,2619,3176,3747
0,3,2025,6,11,2,0,1251,27,1827,2727,3614
1,8,2025,6,11,2,0,720,27,1827,2515,1487
0,2,2025,6,11,2,0,661,158,36,1918,1838
2,10,2025,6,11,2,0,1194,158,36,4948,3162
0,2,2025,6,11,2,0,1630,158,2619,4383,1160
0,3,2025,6,11,2,0,1903,158,2619,4023,2297
2,10,2025,6,11,2,0,1889,27,2465,3758,2292
0,2,2025,6,11,2,0,116,158,2619,2557,4201
1,5,2025,6,11,2,0,1286,27,2020,1463,4983
2,10,2025,6,11,2,0,1385,27,4521,1489,1855
1,4,2025,6,11,2,0,937,27,3369,3809,3596
1,6,2025,6,11,2,0,1547,27,2465,3310,3698
0,1,2025,6,11,2,0,1634,27,1827,3679,796
2,10,2025,6,11,2,0,1733,158,2465,3037,3236
1,5,2025,6,11,2,0,1268,27,1827,2618,1742
2,10,2025,6,11,2,0,1410,27,2465,644,4677
0,2,2025,6,11,2,0,1808,158,36,884,13
0,1,2025,6,11,2,0,336,27,2465,4593,3558
0,3,2025,6,11,2,0,1965,158,1318,4009,3792
1,4,2025,6,11,2,0,410,158,4596,1133,2838
1,5,2025,6,11,2,0,1671,158,1318,2698,4918
0,3,2025,6,11,2,0,1286,158,1318,4403,4983
0,2,2025,6,11,2,0,154,27,2340,2528,4668
1,4,2025,6,11,2,0,1410,158,1318,683,4677
0,1,2025,6,11,2,0,761,158,840,1361,909
0,2,2025,6,11,2,0,1956,158,1318,4083,870
2,15,2025,6,11,2,0,1547,113,610,190,3698
2,25,2025,6,11,2,0,1338,113,610,45,4562
2,10,2025,6,11,2,0,851,113,2943,737,4519
2,24,2025,6,11,2,0,1811,113,2943,1061,2394
1,4,2025,6,11,2,0,815,113,4326,648,2513
1,4,2025,6,11,2,0,828,113,4885,1442,2224
1,4,2025,6,11,2,0,1921,27,2465,3159,3909
2,12,2025,6,12,3,0,813,27,4683,4265,3916
0,1,2025,6,12,3,0,1578,27,1084,96,2510
1,6,2025,6,12,3,0,531,158,1084,881,1586
1,5,2025,6,12,3,0,1115,158,1084,2003,4880
1,8,2025,6,12,3,0,554,158,1084,2433,105
0,1,2025,6,12,3,0,1578,158,1084,127,2510
1,4,2025,6,12,3,0,415,158,1084,3360,2019
2,36,2025,6,12,3,0,692,27,3299,4791,175
2,40,2025,6,12,3,0,1334,27,3299,3297,4537
2,36,2025,6,12,3,0,740,27,3299,2843,2583
2,80,2025,6,12,3,0,410,27,3299,588,2838
2,60,2025,6,12,3,0,761,27,3299,2938,909
2,36,2025,6,12,3,0,557,27,3299,2618,3081
0,3,2025,6,12,3,0,661,27,2408,628,4796
0,1,2025,6,12,3,0,1369,27,2408,3739,3081
1,4,2025,6,12,3,0,1456,27,2408,4080,2628
2,100,2025,6,12,3,0,1245,27,3299,3806,1907
1,7,2025,6,12,3,0,926,27,4267,4681,3193
2,12,2025,6,12,3,0,1215,27,4267,1504,2348
2,10,2025,6,12,3,0,1111,27,4267,2397,3107
2,12,2025,6,12,3,0,867,27,4267,4562,1537
1,6,2025,6,12,3,0,186,27,4267,832,1969
1,4,2025,6,12,3,0,1407,27,4267,3546,1848
1,6,2025,6,12,3,0,186,27,4267,310,1459
2,60,2025,6,12,3,0,75,158,939,1438,3873
2,40,2025,6,12,3,0,1170,158,939,4635,1915
2,20,2025,6,12,3,0,1518,158,939,4721,4010
2,24,2025,6,12,3,0,689,158,939,1509,4261
2,12,2025,6,12,3,0,1913,158,939,84,2379
2,45,2025,6,12,3,0,1055,158,939,4616,1337
0,1,2025,6,12,3,0,1950,27,1122,1038,494
0,2,2025,6,12,3,0,162,27,4787,1963,3880
1,4,2025,6,12,3,0,1704,27,4787,2251,3245
1,8,2025,6,12,3,0,554,27,4787,4797,105
1,6,2025,6,12,3,0,1100,27,4787,581,4522
0,2,2025,6,12,3,0,1750,27,4787,623,3663
2,480,2025,6,12,3,0,1393,27,1305,1333,4971
2,20,2025,6,12,3,0,1412,27,1305,3722,361
2,20,2025,6,12,3,0,869,27,1305,311,1481
1,4,2025,6,12,3,0,1628,27,3655,4013,4687
0,2,2025,6,12,3,0,1219,27,1942,247,4049
1,6,2025,6,12,3,0,325,27,791,637,1386
1,6,2025,6,12,3,0,1755,27,1942,2541,3947
1,6,2025,6,12,3,0,1942,27,1942,2424,1514
2,50,2025,6,12,3,0,691,27,3655,4966,243
1,4,2025,6,12,3,0,776,27,3655,3114,1442
1,8,2025,6,12,3,0,1741,27,3655,902,2199
2,10,2025,6,12,3,0,249,27,3655,3329,3249
2,10,2025,6,12,3,0,200,27,3655,1097,1946
0,1,2025,6,12,3,0,1441,27,1942,2749,32
0,2,2025,6,12,3,0,1626,27,3655,2314,1295
1,4,2025,6,12,3,0,389,27,3655,3852,979
1,4,2025,6,12,3,0,106,27,3655,32,1101
2,12,2025,6,12,3,0,1034,27,3655,3746,3736
1,5,2025,6,12,3,0,116,27,4488,3888,4201
0,2,2025,6,12,3,0,402,27,3655,4322,3503
0,3,2025,6,12,3,0,1903,27,4488,888,2297
0,2,2025,6,12,3,0,655,27,4683,1636,1701
0,1,2025,6,12,3,0,1385,27,1942,4419,3331
1,4,2025,6,12,3,0,1348,27,791,4013,2389
2,25,2025,6,12,3,0,1456,27,3899,4080,2628
2,10,2025,6,12,3,0,175,27,89,3463,3404
0,1,2025,6,12,3,0,1802,27,89,4200,3680
0,1,2025,6,12,3,0,1409,27,89,1494,3183
0,1,2025,6,12,3,0,71,27,89,2908,4788
2,10,2025,6,12,3,0,1053,27,89,3336,432
1,6,2025,6,12,3,0,738,27,89,1698,1791
1,4,2025,6,12,3,0,558,27,89,110,197
1,4,2025,6,12,3,0,475,27,3899,2814,2091
0,2,2025,6,12,3,0,349,27,3899,2159,3707
2,36,2025,6,12,3,0,1166,27,3299,1812,2057
2,40,2025,6,12,3,0,1773,27,2192,3878,3907
1,4,2025,6,12,3,0,5,27,4683,1717,3142
1,5,2025,6,12,3,0,292,27,4683,3343,2303
0,2,2025,6,12,3,0,100,27,4683,1333,3642
0,2,2025,6,12,3,0,549,27,4683,1989,3506
0,2,2025,6,12,3,0,1121,27,4683,1999,3845
0,1,2025,6,12,3,0,1194,27,3092,2095,3162
0,2,2025,6,12,3,0,1249,27,4683,4928,4869
0,3,2025,6,12,3,0,1980,27,89,4814,1341
1,5,2025,6,12,3,0,908,27,4683,1310,3239
0,2,2025,6,12,3,0,1382,27,3046,3361,635
2,20,2025,6,12,3,0,1972,27,3299,4897,2378
1,5,2025,6,12,3,0,1704,27,4278,2251,3245
2,10,2025,6,12,3,0,1240,27,1798,1843,618
0,2,2025,6,12,3,0,834,158,2429,2696,1584
0,3,2025,6,12,3,0,1553,158,2429,3584,4751
1,4,2025,6,12,3,0,566,27,3012,957,1006
2,25,2025,6,12,3,0,1456,27,3012,4080,2628
1,4,2025,6,12,3,0,555,27,3069,321,1657
1,4,2025,6,12,3,0,1048,27,3069,646,1763
1,8,2025,6,12,3,0,410,158,2344,1133,2838
2,24,2025,6,12,3,0,692,27,3134,4791,175
2,12,2025,6,12,3,0,1245,27,3134,3806,1907
1,4,2025,6,12,3,0,1704,27,1499,2251,3245
0,2,2025,6,12,3,0,1948,27,1499,1941,1664
0,2,2025,6,12,3,0,661,27,1499,4698,1838
0,2,2025,6,12,3,0,1251,27,1499,4757,3118
0,1,2025,6,12,3,0,851,27,1499,2847,4519
0,2,2025,6,12,3,0,1733,27,1499,2717,3236
1,5,2025,6,12,3,0,1364,27,2837,55,903
0,1,2025,6,12,3,0,1782,158,2429,2139,3764
1,6,2025,6,12,3,0,1805,27,1798,3761,1072
0,3,2025,6,12,3,0,138,27,1499,612,1294
0,3,2025,6,12,3,0,1750,27,2837,623,3663
1,4,2025,6,12,3,0,1245,27,4683,3806,1907
2,10,2025,6,12,3,0,1461,113,3796,2105,4469
0,2,2025,6,12,3,0,566,27,2344,957,1006
0,3,2025,6,12,3,0,1870,27,1907,1617,1633
1,5,2025,6,12,3,0,630,27,1907,3468,1987
0,3,2025,6,12,3,0,1847,27,1907,2836,567
0,3,2025,6,12,3,0,1660,27,1907,2500,3565
1,6,2025,6,12,3,0,813,27,2344,4265,3916
1,7,2025,6,12,3,0,1658,158,3853,576,1663
0,3,2025,6,12,3,0,188,158,3046,3344,2928
0,1,2025,6,12,3,0,1922,27,3853,965,4965
0,1,2025,6,12,3,0,1870,27,453,1617,1633
2,11,2025,6,12,3,0,740,158,3046,4683,2583
0,2,2025,6,12,3,0,1579,158,3046,3573,4208
2,25,2025,6,12,3,0,1456,27,3046,4080,2628
1,4,2025,6,12,3,0,354,113,3796,3279,3883
1,5,2025,6,12,3,0,908,158,3853,450,1141
0,3,2025,6,12,3,0,188,158,2429,3344,2928
2,320,2025,6,12,3,0,566,59,3408,2721,1006
1,5,2025,6,12,3,0,115,27,1798,834,2312
1,4,2025,6,12,3,0,1396,27,4278,989,4282
0,1,2025,6,12,3,0,1660,27,2396,2500,3565
1,4,2025,6,12,3,0,761,27,677,2938,909
0,2,2025,6,12,3,0,1424,27,513,846,395
0,1,2025,6,12,3,0,1623,27,513,2575,3877
0,1,2025,6,12,3,0,1942,27,513,2582,436
0,1,2025,6,12,3,0,776,27,4901,2061,2802
1,6,2025,6,12,3,0,1518,27,3614,1326,4010
2,25,2025,6,12,3,0,1456,27,1312,4080,2628
2,10,2025,6,12,3,0,815,27,4278,4016,2513
2,10,2025,6,12,3,0,86,27,4278,1021,171
2,20,2025,6,12,3,0,229,27,4278,4123,617
0,2,2025,6,12,3,0,621,27,4278,4788,765
0,1,2025,6,12,3,0,328,27,4278,4935,2381
0,3,2025,6,12,3,0,1220,27,4278,2601,4729
1,4,2025,6,12,3,0,1379,27,4278,2446,3544
0,1,2025,6,12,3,0,929,27,2473,3007,2111
0,1,2025,6,12,3,0,1757,27,4278,1286,2978
1,4,2025,6,12,3,0,594,27,2396,4007,2152
2,10,2025,6,12,3,0,1657,27,4278,994,3513
2,10,2025,6,12,3,0,1461,27,3614,171,4469
0,1,2025,6,12,3,0,729,27,4278,4545,4135
0,2,2025,6,12,3,0,1634,113,722,3311,2665
1,5,2025,6,12,3,0,1642,27,4278,3745,1875
0,3,2025,6,12,3,0,1115,27,3753,4515,4880
0,2,2025,6,12,3,0,512,27,3753,4862,86
0,2,2025,6,12,3,0,577,27,3753,322,2214
0,1,2025,6,12,3,0,333,27,4114,4171,904
0,1,2025,6,12,3,0,1478,27,4114,3447,4803
2,720,2025,6,12,3,0,813,59,3408,1438,3916
1,5,2025,6,12,3,0,1286,158,737,4403,4983
1,6,2025,6,12,3,0,610,113,722,4749,3246
2,240,2025,6,12,3,0,1245,59,3408,3120,1907
2,1020,2025,6,12,3,0,740,59,3408,869,2583
2,120,2025,6,12,3,0,1505,59,3408,3494,3382
2,40,2025,6,12,3,0,1478,59,3408,4798,4803
2,400,2025,6,12,3,0,410,59,3408,1812,2838
0,1,2025,6,12,3,0,1447,27,4278,4251,1723
2,180,2025,6,12,3,0,692,59,3408,3504,175
1,5,2025,6,12,3,0,188,113,1607,3135,2928
0,1,2025,6,14,5,1,987,27,765,1338,1322
0,1,2025,6,14,5,1,767,27,765,2305,3579
1,6,2025,6,14,5,1,1725,27,1239,348,4558
1,5,2025,6,14,5,1,1491,27,1239,635,2389
1,5,2025,6,14,5,1,718,27,1239,1407,578
2,10,2025,6,14,5,1,1411,27,1239,2258,4413
0,3,2025,6,14,5,1,1593,27,4875,4793,4808
0,2,2025,6,14,5,1,1412,27,765,3722,361
2,10,2025,6,14,5,1,24,27,1239,4080,2823
2,10,2025,6,14,5,1,229,27,1239,4123,617
0,2,2025,6,14,5,1,877,27,2625,1046,1013
1,4,2025,6,14,5,1,1397,27,4636,1643,3645
1,4,2025,6,14,5,1,369,27,4636,2223,4616
1,4,2025,6,14,5,1,5,27,4636,4602,1518
0,2,2025,6,14,5,1,1066,27,4636,1087,2052
0,2,2025,6,14,5,1,162,27,2625,1963,3880
2,10,2025,6,14,5,1,1704,27,2625,2251,3245
1,5,2025,6,14,5,1,1948,27,2625,1941,1664
1,4,2025,6,14,5,1,697,27,2625,2189,610
0,3,2025,6,14,5,1,109,27,2625,4011,3333
1,4,2025,6,14,5,1,1337,27,2625,4669,1449
2,10,2025,6,14,5,1,1286,27,2625,1463,4983
0,1,2025,6,14,5,1,1491,27,765,1442,2142
1,8,2025,6,14,5,1,554,27,2625,4797,105
2,15,2025,6,14,5,1,292,27,765,3343,2303
1,4,2025,6,14,5,1,97,27,2625,2004,4630
0,2,2025,6,14,5,1,988,27,2625,3039,4658
1,4,2025,6,14,5,1,644,27,2625,4932,947
1,4,2025,6,14,5,1,1251,27,2625,2727,3614
0,2,2025,6,14,5,1,1906,27,2625,2871,1338
1,5,2025,6,14,5,1,1457,27,455,1926,1514
0,3,2025,6,14,5,1,1491,27,455,635,2389
2,10,2025,6,14,5,1,1456,27,455,4080,2628
0,2,2025,6,14,5,1,21,27,765,194,4595
2,15,2025,6,14,5,1,1704,27,17,2251,3245
2,10,2025,6,14,5,1,1870,27,17,1617,1633
2,10,2025,6,14,5,1,1515,27,17,1236,3515
0,1,2025,6,14,5,1,887,27,2625,2624,1648
2,9,2025,6,14,5,1,1741,27,17,902,2199
2,10,2025,6,14,5,1,1660,27,17,2500,3565
2,15,2025,6,14,5,1,506,27,17,2067,3232
2,20,2025,6,14,5,1,1593,27,17,4793,4808
2,12,2025,6,14,5,1,1972,158,3990,2253,2378
1,4,2025,6,14,5,1,970,27,2137,2127,346
0,2,2025,6,14,5,1,1029,27,2767,1004,453
1,4,2025,6,14,5,1,1733,27,2767,2717,3236
1,5,2025,6,14,5,1,1456,27,2767,4080,2628
1,4,2025,6,14,5,1,1478,165,3737,1483,4803
2,12,2025,6,14,5,1,692,165,2127,3461,175
2,12,2025,6,14,5,1,740,165,2127,2442,2583
2,12,2025,6,14,5,1,1811,165,2127,3000,2394
2,12,2025,6,14,5,1,557,165,2127,3182,3081
2,12,2025,6,14,5,1,1897,165,3004,4007,2880
2,180,2025,6,14,5,1,557,59,1543,4445,3081
2,12,2025,6,14,5,1,1798,165,3401,2052,4735
2,28,2025,6,14,5,1,566,165,3004,219,1006
2,36,2025,6,14,5,1,692,165,3004,3461,175
2,12,2025,6,14,5,1,1245,165,3004,973,1907
2,36,2025,6,14,5,1,740,165,3004,2442,2583
2,12,2025,6,14,5,1,1058,165,3004,4560,902
1,4,2025,6,14,5,1,566,165,3004,3773,1481
2,20,2025,6,14,5,1,410,165,3004,1432,2838
2,36,2025,6,14,5,1,925,165,3004,1461,2143
2,24,2025,6,14,5,1,1261,165,3004,2864,2125
2,10,2025,6,14,5,1,596,27,17,4195,3381
2,12,2025,6,14,5,1,813,165,1834,2466,3916
1,4,2025,6,14,5,1,1334,165,3004,2056,4537
2,12,2025,6,14,5,1,1972,165,3004,2394,2378
2,12,2025,6,14,5,1,1166,165,3004,4444,2057
0,2,2025,6,14,5,1,811,27,276,267,2883
2,15,2025,6,14,5,1,867,27,3745,4562,1537
1,5,2025,6,14,5,1,1457,27,4058,1926,1514
1,6,2025,6,14,5,1,5,27,4058,1717,3142
1,5,2025,6,14,5,1,1286,27,4058,1463,4983
0,1,2025,6,14,5,1,165,27,4058,934,1518
0,2,2025,6,14,5,1,1566,27,4058,4577,4302
0,1,2025,6,14,5,1,668,27,4058,4236,3044
2,12,2025,6,14,5,1,813,165,3401,2466,3916
2,12,2025,6,14,5,1,776,165,3004,1200,2802
0,3,2025,6,14,5,1,776,165,2127,1200,2802
2,12,2025,6,14,5,1,740,165,1834,2442,2583
2,80,2025,6,14,5,1,1518,59,1543,471,4010
1,8,2025,6,14,5,1,1897,165,877,4007,2880
2,12,2025,6,14,5,1,1505,165,3820,4596,3382
2,12,2025,6,14,5,1,740,165,1893,2442,2583
1,4,2025,6,14,5,1,1334,165,1893,2056,4537
2,12,2025,6,14,5,1,1166,165,1893,4444,2057
2,12,2025,6,14,5,1,1505,158,877,3284,3382
2,24,2025,6,14,5,1,813,165,877,2466,3916
1,4,2025,6,14,5,1,566,165,877,219,1006
1,8,2025,6,14,5,1,1245,165,877,973,1907
2,12,2025,6,14,5,1,740,165,877,2442,2583
2,12,2025,6,14,5,1,1505,165,877,4596,3382
2,12,2025,6,14,5,1,692,165,2214,3461,175
1,8,2025,6,14,5,1,1478,165,877,1483,4803
2,60,2025,6,14,5,1,813,165,3004,2466,3916
2,24,2025,6,14,5,1,813,165,1785,2466,3916
2,12,2025,6,14,5,1,692,165,1785,3461,175
2,360,2025,6,14,5,1,813,59,1543,1438,3916
2,80,2025,6,14,5,1,566,59,1543,2721,1006
2,840,2025,6,14,5,1,740,59,1543,869,2583
2,120,2025,6,14,5,1,1393,59,1543,4858,4971
2,180,2025,6,14,5,1,1505,59,1543,3494,3382
2,60,2025,6,14,5,1,1478,59,1543,4798,4803
2,400,2025,6,14,5,1,410,59,1543,1812,2838
2,120,2025,6,14,5,1,925,59,1543,220,2143
1,4,2025,6,14,5,1,761,165,877,54,909
2,120,2025,6,14,5,1,1798,59,1543,4726,4735
2,25,2025,6,14,5,1,1456,27,1305,4080,2628
2,155,2025,6,14,5,1,1811,158,1543,2488,2394
2,37,2025,6,14,5,1,1811,27,1543,1274,2394
0,1,2025,6,14,5,1,1478,158,2763,1374,4803
2,90,2025,6,14,5,1,776,27,1543,2061,2802
1,4,2025,6,14,5,1,1462,27,1543,2911,1913
2,12,2025,6,14,5,1,740,165,4365,2442,2583
1,4,2025,6,14,5,1,312,165,4365,3718,1940
1,4,2025,6,14,5,1,1897,165,4365,4007,2880
1,4,2025,6,14,5,1,1334,165,4365,2056,4537
2,12,2025,6,14,5,1,1166,165,4365,4444,2057
1,4,2025,6,14,5,1,1704,113,4647,2221,3245
2,10,2025,6,14,5,1,557,113,4647,2203,985
1,4,2025,6,14,5,1,1563,113,4647,1771,1512
1,7,2025,6,14,5,1,1942,27,1154,2582,436
2,12,2025,6,14,5,1,740,165,2352,2442,2583
1,8,2025,6,14,5,1,410,165,2352,1432,2838
2,12,2025,6,14,5,1,813,165,373,2466,3916
1,4,2025,6,14,5,1,566,165,373,219,1006
2,24,2025,6,14,5,1,692,165,373,3461,175
2,15,2025,6,14,5,1,1639,27,3539,62,3179
2,10,2025,6,14,5,1,654,27,3539,1509,4159
2,15,2025,6,14,5,1,1456,27,3539,1433,3669
1,4,2025,6,14,5,1,410,158,4454,1133,2838
2,20,2025,6,14,5,1,815,27,1154,4016,2513
1,4,2025,6,14,5,1,1663,113,4647,4258,790
2,10,2025,6,14,5,1,1639,27,1154,62,3179
2,12,2025,6,14,5,1,1261,165,2352,2864,2125
0,1,2025,6,14,5,1,1201,158,3055,1677,486
1,8,2025,6,14,5,1,410,165,3401,1432,2838
